client_code,produit_code,produit_nom,qte_moyenne
00171,RANIFLOAT,RANIFLOAT,24.0
00172,AL010124,AL010124,1.0
00172,CHAMALLOWS,CHAMALLOWS,12.5
00172,FUNNYMIX,FUNNYMIX,12.0
00172,GOLD-BEARS,GOLD-BEARS,12.0
00172,HAPPYCOLASOURFRESH,HAPPYCOLASOURFRESH,24.0
00172,HARIBO,HARIBO,10.0
00172,KINDER,KINDER,1.0
00172,MENTOS3DFINSEAL,MENTOS3DFINSEAL,1.0
00172,RAFAELLO,RAFAELLO,1.0
00172,ROULETTE,ROULETTE,1.0
00172,TEETH,TEETH,6.0
00172,WORMS,WORMS,1.0
00173,KINDER,KINDER,2.0
00173,NUTELLA,NUTELLA,1.0
00174,AL010124,AL010124,1.25
00174,BERRIES,BERRIES,3.0
00174,BISKREMCACAO,BISKREMCACAO,22.285714285714285
00174,BISKREMDUO,BISKREMDUO,33.6
00174,CH CH MELODY,CH CH MELODY,1.0
00174,CHAMALLOWS,CHAMALLOWS,5.5
00174,CHUPACHUPS,CHUPACHUPS,4.666666666666667
00174,Divers,Divers,4.666666666666667
00174,DUPLO,DUPLO,2.0
00174,FRUIT-TELLA,FRUIT-TELLA,1.0
00174,FUNNYMIX,FUNNYMIX,2.5
00174,GOLD-BEARS,GOLD-BEARS,8.0
00174,HAPPYCHERRIES,HAPPYCHERRIES,3.0
00174,HAPPYCOLA,HAPPYCOLA,2.5
00174,HAPPYCOLASOURFRESH,HAPPYCOLASOURFRESH,2.5
00174,HARIBO,HARIBO,3.0
00174,KINDER,KINDER,4.3076923076923075
00174,MIXSTRIPEASSORTIMENT,MIXSTRIPEASSORTIMENT,1.0
00174,NUTELLA,NUTELLA,5.666666666666667
00174,PHANTASIA,PHANTASIA,3.0
00174,RANIFLOAT,RANIFLOAT,12.0
00174,ROCHERS,ROCHERS,4.0
00174,ROULETTE,ROULETTE,1.0
00174,TEETH,TEETH,2.5
00174,TICTAC,TICTAC,1.0
00174,WORMS,WORMS,5.0
00175,ROCHERS,ROCHERS,1.5
00175,ROULETTE,ROULETTE,1.0
00176,AL010124,AL010124,1.0
00176,CHCHBIGBABOL,CHCHBIGBABOL,1.0
00176,CHUPACHUPS,CHUPACHUPS,1.0
00176,FRESHACTIONCUP,FRESHACTIONCUP,1.0
00176,GAUFRETTELINGOT,GAUFRETTELINGOT,20.0
00176,MENTOS3DFINSEAL,MENTOS3DFINSEAL,1.0
00176,MENTOSROLLS14P,MENTOSROLLS14P,1.0
00176,MENTOSWHITEGUM,MENTOSWHITEGUM,2.0
00176,TICTAC,TICTAC,1.0
00177,BARBICAN,BARBICAN,168.0
00177,BISKREMCACAO,BISKREMCACAO,48.0
00177,BISKREMDUO,BISKREMDUO,24.0
00177,CHCHBIGBABOL,CHCHBIGBABOL,1.0
00177,KINDER,KINDER,1.5
00177,MENTOS3DFINSEAL,MENTOS3DFINSEAL,3.0
00177,MENTOSBLISTERWHITEGUM,MENTOSBLISTERWHITEGUM,2.0
00178,CHAMALLOWS,CHAMALLOWS,10.0
00178,CHUPACHUPS,CHUPACHUPS,1.0
00178,HARIBO,HARIBO,2.0
00178,KINDER,KINDER,2.0
00180,CROCO,CROCO,20.0
00180,DROPPYS,DROPPYS,12.0
00180,GRAINDOR300G,GRAINDOR300G,12.0
00181,AL010124,AL010124,1.0
00181,BISKREMCACAO,BISKREMCACAO,41.41935483870968
00181,BISKREMDUO,BISKREMDUO,29.25
00181,CH CH MELODY,CH CH MELODY,1.0
00181,CHCHBIGBABOL,CHCHBIGBABOL,1.875
00181,DUPLO,DUPLO,1.0
00181,FILIFOLLY,FILIFOLLY,1.0
00181,FRESHACTIONCUP,FRESHACTIONCUP,1.125
00181,FUNNYMIX,FUNNYMIX,2.0
00181,GAUFRETTELINGOT,GAUFRETTELINGOT,24.0
00181,GOLD-BEARS,GOLD-BEARS,1.0
00181,HAPPYCHERRIES,HAPPYCHERRIES,1.0
00181,KAT KAT TAT,KAT KAT TAT,1.2
00181,KINDER,KINDER,1.5
00181,Mc vities,Mc vities,4.0
00181,MENTOS3DFINSEAL,MENTOS3DFINSEAL,2.0
00181,MENTOSBLISTERWHITEGUM,MENTOSBLISTERWHITEGUM,1.5
00181,MENTOSROLLS 9P,MENTOSROLLS 9P,1.0
00181,MENTOSROLLS14P,MENTOSROLLS14P,1.0
00181,MENTOSWHITEGUM,MENTOSWHITEGUM,1.0
00181,MINIMENTOSJAR,MINIMENTOSJAR,1.0
00181,NUTELLA,NUTELLA,4.285714285714286
00181,RANIFLOAT,RANIFLOAT,33.6
00181,ROCHERS,ROCHERS,1.0
00181,ROULETTE,ROULETTE,1.0
00181,TICTAC,TICTAC,1.0
00184,BISKREMCACAO,BISKREMCACAO,26.4
00184,BISKREMDUO,BISKREMDUO,34.5
00184,CHAMALLOWS,CHAMALLOWS,12.0
00184,FRUIT-TELLA,FRUIT-TELLA,1.0
00184,GAUFRETTELINGOT,GAUFRETTELINGOT,13.6
00184,HAPPYCOLASOURFRESH,HAPPYCOLASOURFRESH,3.0
00184,KINDER,KINDER,1.4
00184,MINIMENTOSJAR,MINIMENTOSJAR,1.0
00184,ROULETTE,ROULETTE,1.0
00184,TICTAC,TICTAC,1.3333333333333333
00185,BISKREMDUO,BISKREMDUO,24.0
00188,BISKREMCACAO,BISKREMCACAO,44.57142857142857
00188,BISKREMDUO,BISKREMDUO,28.0
00188,CH CH MELODY,CH CH MELODY,1.0
00188,CHCHBIGBABOL,CHCHBIGBABOL,1.0
00188,FRESHACTIONCUP,FRESHACTIONCUP,1.0
00188,KINDER,KINDER,1.0
00188,NUTELLA,NUTELLA,1.0
00189,BISKREMCACAO,BISKREMCACAO,43.333333333333336
00189,BISKREMDUO,BISKREMDUO,39.0
00189,CH CH MELODY,CH CH MELODY,1.0
00189,CHAMALLOWS,CHAMALLOWS,8.0
00189,GAUFRETTELINGOT,GAUFRETTELINGOT,13.5
00189,KINDER,KINDER,1.2222222222222223
00189,MENTOSBLISTERWHITEGUM,MENTOSBLISTERWHITEGUM,1.0
00189,MINIMENTOSJAR,MINIMENTOSJAR,1.0
00189,NUTELLA,NUTELLA,5.0
00189,ROCHERS,ROCHERS,1.0
00189,ROULETTE,ROULETTE,1.0
00189,TICTAC,TICTAC,1.0
00190,AL010124,AL010124,1.0
00190,BISKREMCACAO,BISKREMCACAO,24.0
00190,BISKREMDUO,BISKREMDUO,30.0
00190,CHAMALLOWS,CHAMALLOWS,5.0
00190,Divers,Divers,1.0
00190,FILIFOLLY,FILIFOLLY,1.0
00190,FRESHACTIONCUP,FRESHACTIONCUP,1.0
00190,FUNNYMIX,FUNNYMIX,4.0
00190,GAUFRETTELINGOT,GAUFRETTELINGOT,24.0
00190,GOLD-BEARS,GOLD-BEARS,2.0
00190,HAPPYCHERRIES,HAPPYCHERRIES,2.0
00190,KINDER,KINDER,1.1538461538461537
00190,MENTOSBLISTERWHITEGUM,MENTOSBLISTERWHITEGUM,1.0
00190,MENTOSROLLS14P,MENTOSROLLS14P,1.0
00190,RAFAELLO,RAFAELLO,1.0
00190,RANIFLOAT,RANIFLOAT,48.0
00190,ROCHERS,ROCHERS,1.0
00190,ROULETTE,ROULETTE,1.0
00190,TICTAC,TICTAC,1.0
00190,WORMS,WORMS,3.0
00191,AL010124,AL010124,1.0
00191,BISKREMCACAO,BISKREMCACAO,38.76923076923077
00191,BISKREMDUO,BISKREMDUO,30.0
00191,CH CH MELODY,CH CH MELODY,1.0
00191,CHAMALLOWS,CHAMALLOWS,21.0
00191,CHCHBIGBABOL,CHCHBIGBABOL,1.5
00191,CHCHXXL,CHCHXXL,1.0
00191,CHUPACHUPS,CHUPACHUPS,1.6666666666666667
00191,Divers,Divers,6.0
00191,FILIFOLLY,FILIFOLLY,1.75
00191,FRESHACTIONCUP,FRESHACTIONCUP,1.0
00191,GAUFRETTELINGOT,GAUFRETTELINGOT,21.0
00191,KAT KAT TAT,KAT KAT TAT,1.0
00191,KINDER,KINDER,1.411764705882353
00191,MENTOSROLLS14P,MENTOSROLLS14P,1.0
00191,MINIMENTOSJAR,MINIMENTOSJAR,1.0
00191,NUTELLA,NUTELLA,4.857142857142857
00191,ROCHERS,ROCHERS,1.0
00191,ROULETTE,ROULETTE,1.4285714285714286
00191,TICTAC,TICTAC,1.0
00192,AL010124,AL010124,1.0
00192,BARBICAN,BARBICAN,12.0
00192,BISKREMCACAO,BISKREMCACAO,29.142857142857142
00192,BISKREMDUO,BISKREMDUO,21.0
00192,CH CH MELODY,CH CH MELODY,1.0
00192,CHAMALLOWS,CHAMALLOWS,12.0
00192,CHCHBIGBABOL,CHCHBIGBABOL,1.0
00192,CHCHXXL,CHCHXXL,1.0
00192,FRESHACTIONCUP,FRESHACTIONCUP,1.0
00192,GAUFRETTELINGOT,GAUFRETTELINGOT,13.0
00192,KINDER,KINDER,1.0
00192,MINIMENTOSJAR,MINIMENTOSJAR,1.0
00192,RANIFLOAT,RANIFLOAT,24.0
00192,ROULETTE,ROULETTE,1.0
00194,BISKREMCACAO,BISKREMCACAO,26.823529411764707
00194,BISKREMDUO,BISKREMDUO,21.0
00194,CHCHXXL,CHCHXXL,1.0
00194,FRESHACTIONCUP,FRESHACTIONCUP,1.0
00194,GAUFRETTELINGOT,GAUFRETTELINGOT,27.0
00194,KINDER,KINDER,2.0
00194,MENTOSBLISTERWHITEGUM,MENTOSBLISTERWHITEGUM,1.0
00194,ROULETTE,ROULETTE,1.0
00194,TICTAC,TICTAC,1.0
00195,AL010124,AL010124,1.0
00195,BISKREMCACAO,BISKREMCACAO,34.285714285714285
00195,BISKREMDUO,BISKREMDUO,28.5
00195,CHAMALLOWS,CHAMALLOWS,6.0
00195,FRESHACTIONCUP,FRESHACTIONCUP,1.75
00195,GAUFRETTELINGOT,GAUFRETTELINGOT,32.0
00195,HAPPYCOLASOURFRESH,HAPPYCOLASOURFRESH,12.0
00195,KINDER,KINDER,1.0
00196,BISKREMCACAO,BISKREMCACAO,24.0
00196,BISKREMDUO,BISKREMDUO,18.0
00196,CH CH MELODY,CH CH MELODY,1.0
00196,CHAMALLOWS,CHAMALLOWS,12.0
00196,FRESHACTIONCUP,FRESHACTIONCUP,1.0
00196,GAUFRETTELINGOT,GAUFRETTELINGOT,13.0
00196,KINDER,KINDER,2.0
00197,BISKREMCACAO,BISKREMCACAO,24.0
00197,BISKREMDUO,BISKREMDUO,12.0
00197,KINDER,KINDER,1.0
00198,BISKREMCACAO,BISKREMCACAO,44.57142857142857
00198,BISKREMDUO,BISKREMDUO,16.333333333333332
00198,CHAMALLOWS,CHAMALLOWS,26.5
00198,CHUPACHUPS,CHUPACHUPS,1.0
00198,DUPLO,DUPLO,1.0
00198,FILIFOLLY,FILIFOLLY,2.3333333333333335
00198,FRESHACTIONCUP,FRESHACTIONCUP,2.0
00198,FUNNYMIX,FUNNYMIX,12.75
00198,GOLD-BEARS,GOLD-BEARS,6.0
00198,HAPPYCOLA,HAPPYCOLA,6.0
00198,HAPPYCOLASOURFRESH,HAPPYCOLASOURFRESH,9.5
00198,KINDER,KINDER,1.8125
00198,MENTOSROLLS 9P,MENTOSROLLS 9P,1.4
00198,MENTOSROLLS14P,MENTOSROLLS14P,1.0
00198,MENTOSWHITEGUM,MENTOSWHITEGUM,2.0
00198,MINIMENTOSJAR,MINIMENTOSJAR,1.0
00198,NUTELLA,NUTELLA,6.375
00198,RANIFLOAT,RANIFLOAT,48.0
00198,ROCHERS,ROCHERS,1.0
00198,ROULETTE,ROULETTE,1.5
00198,TICTAC,TICTAC,2.3333333333333335
00199,BISKREMCACAO,BISKREMCACAO,23.5
00199,BISKREMDUO,BISKREMDUO,20.0
00199,CHAMALLOWS,CHAMALLOWS,36.0
00199,CHUPACHUPS,CHUPACHUPS,1.5
00199,KINDER,KINDER,1.3333333333333333
00199,MENTOS3DFINSEAL,MENTOS3DFINSEAL,1.0
00199,TICTAC,TICTAC,2.0
00200,AL010124,AL010124,1.0
00200,BERRIES,BERRIES,8.0
00200,BISKREMCACAO,BISKREMCACAO,36.0
00200,BISKREMDUO,BISKREMDUO,36.0
00200,CH CH MELODY,CH CH MELODY,1.6666666666666667
00200,CHAMALLOWS,CHAMALLOWS,17.0
00200,CHCHBIGBABOL,CHCHBIGBABOL,4.0
00200,CHCHXXL,CHCHXXL,1.5
00200,CHUPACHUPS,CHUPACHUPS,1.4
00200,FILIFOLLY,FILIFOLLY,2.0
00200,FUNNYMIX,FUNNYMIX,4.0
00200,HAPPYCOLASOURFRESH,HAPPYCOLASOURFRESH,5.0
00200,KINDER,KINDER,1.3333333333333333
00200,MENTOS3DFINSEAL,MENTOS3DFINSEAL,1.0
00200,MENTOSBLISTERWHITEGUM,MENTOSBLISTERWHITEGUM,1.6666666666666667
00200,RAFAELLO,RAFAELLO,1.0
00200,RANIFLOAT,RANIFLOAT,24.0
00200,ROCHERS,ROCHERS,1.0
00200,ROULETTE,ROULETTE,1.3333333333333333
00200,TICTAC,TICTAC,2.3333333333333335
00201,BISKREMCACAO,BISKREMCACAO,27.0
00201,BISKREMDUO,BISKREMDUO,24.0
00201,CH CH MELODY,CH CH MELODY,1.0
00201,CHUPACHUPS,CHUPACHUPS,1.0
00201,FRESHACTIONCUP,FRESHACTIONCUP,1.0
00201,GAUFRETTELINGOT,GAUFRETTELINGOT,1.0
00201,KINDER,KINDER,1.3333333333333333
00201,MENTOS3DFINSEAL,MENTOS3DFINSEAL,1.0
00201,MENTOSBLISTERWHITEGUM,MENTOSBLISTERWHITEGUM,1.0
00201,NUTELLA,NUTELLA,3.5
00201,RANIFLOAT,RANIFLOAT,24.0
00201,TICTAC,TICTAC,1.0
00202,BISKREMDUO,BISKREMDUO,12.0
00202,CHAMALLOWS,CHAMALLOWS,12.0
00202,FRESHACTIONCUP,FRESHACTIONCUP,1.5
00202,MENTOS3DFINSEAL,MENTOS3DFINSEAL,2.0
00202,MENTOSROLLS14P,MENTOSROLLS14P,1.0
00202,MINIMENTOSJAR,MINIMENTOSJAR,1.0
00202,NUTELLA,NUTELLA,1.0
00202,ROULETTE,ROULETTE,1.0
00203,AL010124,AL010124,1.1428571428571428
00203,BISKREMCACAO,BISKREMCACAO,35.07692307692308
00203,BISKREMDUO,BISKREMDUO,24.0
00203,CH CH MELODY,CH CH MELODY,1.0
00203,CHAMALLOWS,CHAMALLOWS,20.0
00203,CHCHBIGBABOL,CHCHBIGBABOL,2.0
00203,CHUPACHUPS,CHUPACHUPS,1.0
00203,FRESHACTIONCUP,FRESHACTIONCUP,1.0
00203,GAUFRETTELINGOT,GAUFRETTELINGOT,14.0
00203,KAT KAT TAT,KAT KAT TAT,1.0
00203,KINDER,KINDER,1.1666666666666667
00203,Mc vities,Mc vities,3.0
00203,MENTOSBLISTERWHITEGUM,MENTOSBLISTERWHITEGUM,2.0
00203,MENTOSROLLS14P,MENTOSROLLS14P,2.0
00203,MENTOSWHITEGUM,MENTOSWHITEGUM,2.0
00203,MINIMENTOSJAR,MINIMENTOSJAR,1.0
00203,NUTELLA,NUTELLA,4.0
00203,ROULETTE,ROULETTE,1.0833333333333333
00203,TICTAC,TICTAC,1.25
00204,AL010124,AL010124,1.0
00204,BISKREMCACAO,BISKREMCACAO,29.333333333333332
00204,BISKREMDUO,BISKREMDUO,27.428571428571427
00204,KINDER,KINDER,1.2
00204,MENTOSBLISTERWHITEGUM,MENTOSBLISTERWHITEGUM,2.0
00204,MENTOSROLLS14P,MENTOSROLLS14P,1.0
00204,NUTELLA,NUTELLA,1.0
00204,ROULETTE,ROULETTE,1.0
00204,TICTAC,TICTAC,1.0
00205,AL010124,AL010124,1.0
00205,BISKREMCACAO,BISKREMCACAO,24.0
00205,BISKREMDUO,BISKREMDUO,21.0
00205,CHCHBIGBABOL,CHCHBIGBABOL,2.0
00205,CHUPACHUPS,CHUPACHUPS,1.0
00205,FRESHACTIONCUP,FRESHACTIONCUP,1.0
00205,GAUFRETTELINGOT,GAUFRETTELINGOT,24.0
00205,KINDER,KINDER,1.6428571428571428
00205,MENTOSBLISTERWHITEGUM,MENTOSBLISTERWHITEGUM,1.0
00205,MENTOSROLLS14P,MENTOSROLLS14P,2.0
00205,MENTOSWHITEGUM,MENTOSWHITEGUM,2.5
00205,MINIMENTOSJAR,MINIMENTOSJAR,1.0
00205,NUTELLA,NUTELLA,1.0
00205,RAFAELLO,RAFAELLO,1.0
00205,RANIFLOAT,RANIFLOAT,24.0
00205,ROULETTE,ROULETTE,1.0
00205,TICTAC,TICTAC,2.0
00207,AL010124,AL010124,1.0
00207,BISKREMCACAO,BISKREMCACAO,24.0
00207,BISKREMDUO,BISKREMDUO,24.0
00207,KINDER,KINDER,1.4
00207,MENTOSROLLS14P,MENTOSROLLS14P,1.0
00207,NUTELLA,NUTELLA,5.0
00207,TICTAC,TICTAC,1.0
00208,BERRIES,BERRIES,2.0
00208,BISKREMCACAO,BISKREMCACAO,34.285714285714285
00208,BISKREMDUO,BISKREMDUO,45.0
00208,CHAMALLOWS,CHAMALLOWS,6.0
00208,FRESHACTIONCUP,FRESHACTIONCUP,1.0
00208,FUNNYMIX,FUNNYMIX,2.0
00208,HAPPYCOLASOURFRESH,HAPPYCOLASOURFRESH,2.0
00208,KINDER,KINDER,1.1428571428571428
00208,MENTOSBLISTERWHITEGUM,MENTOSBLISTERWHITEGUM,1.6666666666666667
00208,MENTOSROLLS14P,MENTOSROLLS14P,1.5
00208,MENTOSWHITEGUM,MENTOSWHITEGUM,2.0
00208,NUTELLA,NUTELLA,1.5
00208,RANIFLOAT,RANIFLOAT,24.0
00208,ROCHERS,ROCHERS,1.0
00208,ROULETTE,ROULETTE,1.0
00208,WORMS,WORMS,2.0
00209,BISKREMCACAO,BISKREMCACAO,28.0
00209,BISKREMDUO,BISKREMDUO,18.0
00209,CHUPACHUPS,CHUPACHUPS,1.0
00209,GAUFRETTELINGOT,GAUFRETTELINGOT,48.0
00209,KINDER,KINDER,1.1666666666666667
00209,MENTOSBLISTERWHITEGUM,MENTOSBLISTERWHITEGUM,1.5
00209,MINIMENTOSJAR,MINIMENTOSJAR,1.0
00209,RANIFLOAT,RANIFLOAT,36.0
00209,TICTAC,TICTAC,1.0
00213,AL010124,AL010124,1.0
00213,BISKREMCACAO,BISKREMCACAO,24.0
00213,BISKREMDUO,BISKREMDUO,24.0
00213,GAUFRETTELINGOT,GAUFRETTELINGOT,1.0
00213,KINDER,KINDER,1.25
00214,AL010124,AL010124,1.0
00214,BISKREMCACAO,BISKREMCACAO,38.578947368421055
00214,BISKREMDUO,BISKREMDUO,36.92307692307692
00214,CH CH MELODY,CH CH MELODY,1.0
00214,CHAMALLOWS,CHAMALLOWS,10.0
00214,CHCHBIGBABOL,CHCHBIGBABOL,2.0
00214,CHCHXXL,CHCHXXL,1.0
00214,CHUPACHUPS,CHUPACHUPS,1.0
00214,FRESHACTIONCUP,FRESHACTIONCUP,1.0
00214,FRUIT-TELLA,FRUIT-TELLA,1.0
00214,GAUFRETTELINGOT,GAUFRETTELINGOT,24.0
00214,KINDER,KINDER,1.45
00214,MENTOSBLISTERWHITEGUM,MENTOSBLISTERWHITEGUM,1.0
00214,MENTOSROLLS 9P,MENTOSROLLS 9P,1.0
00214,MINIMENTOSJAR,MINIMENTOSJAR,1.0
00214,NUTELLA,NUTELLA,1.0
00214,RANIFLOAT,RANIFLOAT,48.0
00214,ROCHERS,ROCHERS,1.0
00214,ROULETTE,ROULETTE,1.0
00214,TICTAC,TICTAC,1.2
00215,BISKREMCACAO,BISKREMCACAO,108.0
00215,BISKREMDUO,BISKREMDUO,76.8
00215,GAUFRETTELINGOT,GAUFRETTELINGOT,2.5
00215,KINDER,KINDER,2.25
00215,MENTOSROLLS14P,MENTOSROLLS14P,1.0
00215,MINIMENTOSJAR,MINIMENTOSJAR,1.0
00215,NUTELLA,NUTELLA,6.333333333333333
00215,RANIFLOAT,RANIFLOAT,54.0
00215,ROCHERS,ROCHERS,1.0
00215,TICTAC,TICTAC,1.0
00216,AL010124,AL010124,1.0
00216,BISKREMDUO,BISKREMDUO,72.0
00216,FRESHACTIONCUP,FRESHACTIONCUP,1.0
00216,KINDER,KINDER,1.0
00217,AL010124,AL010124,1.0
00217,BISKREMCACAO,BISKREMCACAO,37.714285714285715
00217,BISKREMDUO,BISKREMDUO,32.72727272727273
00217,CHAMALLOWS,CHAMALLOWS,9.0
00217,CHCHBIGBABOL,CHCHBIGBABOL,1.3333333333333333
00217,CHUPACHUPS,CHUPACHUPS,1.0
00217,Divers,Divers,1.0
00217,FRESHACTIONCUP,FRESHACTIONCUP,1.0
00217,FRUIT-TELLA,FRUIT-TELLA,1.0
00217,FUNNYMIX,FUNNYMIX,12.0
00217,KINDER,KINDER,1.3636363636363635
00217,MENTOS3DFINSEAL,MENTOS3DFINSEAL,1.0
00217,MENTOSBLISTERWHITEGUM,MENTOSBLISTERWHITEGUM,2.0
00217,MENTOSROLLS14P,MENTOSROLLS14P,2.0
00217,NUTELLA,NUTELLA,3.0
00217,ROCHERS,ROCHERS,1.0
00217,ROULETTE,ROULETTE,1.0
00217,TICTAC,TICTAC,1.5
00219,BISKREMCACAO,BISKREMCACAO,24.0
00219,BISKREMDUO,BISKREMDUO,24.0
00219,CHAMALLOWS,CHAMALLOWS,12.0
00219,CHCHXXL,CHCHXXL,1.0
00219,FILIFOLLY,FILIFOLLY,1.0
00219,GAUFRETTELINGOT,GAUFRETTELINGOT,3.0
00219,KINDER,KINDER,1.1666666666666667
00219,MENTOSBLISTERWHITEGUM,MENTOSBLISTERWHITEGUM,1.0
00219,NUTELLA,NUTELLA,6.0
00219,RANIFLOAT,RANIFLOAT,24.0
00219,TICTAC,TICTAC,1.5
00220,BISKREMCACAO,BISKREMCACAO,24.0
00221,AL010124,AL010124,1.0
00221,BISKREMCACAO,BISKREMCACAO,24.0
00221,CHAMALLOWS,CHAMALLOWS,12.0
00221,FRESHACTIONCUP,FRESHACTIONCUP,1.5
00221,KINDER,KINDER,1.0
00221,TICTAC,TICTAC,1.1666666666666667
00223,BISKREMCACAO,BISKREMCACAO,24.0
00223,TICTAC,TICTAC,1.0
00225,BISKREMCACAO,BISKREMCACAO,24.0
00225,CHAMALLOWS,CHAMALLOWS,12.0
00225,GAUFRETTELINGOT,GAUFRETTELINGOT,1.0
00225,KINDER,KINDER,1.0
00225,MENTOSROLLS 9P,MENTOSROLLS 9P,2.0
00225,MENTOSWHITEGUM,MENTOSWHITEGUM,2.0
00225,RANIFLOAT,RANIFLOAT,24.0
00225,ROULETTE,ROULETTE,1.0
00226,GAUFRETTELINGOT,GAUFRETTELINGOT,24.0
00226,RANIFLOAT,RANIFLOAT,24.0
00227,AL010124,AL010124,1.5
00227,BISKREMCACAO,BISKREMCACAO,36.0
00227,CH CH MELODY,CH CH MELODY,1.0
00227,CHCHBIGBABOL,CHCHBIGBABOL,2.0
00227,CHUPACHUPS,CHUPACHUPS,3.0
00227,FRESHACTIONCUP,FRESHACTIONCUP,1.0
00227,GAUFRETTELINGOT,GAUFRETTELINGOT,24.0
00227,KINDER,KINDER,1.0
00227,MENTOSBLISTERWHITEGUM,MENTOSBLISTERWHITEGUM,1.6666666666666667
00227,MENTOSROLLS 9P,MENTOSROLLS 9P,1.0
00227,MENTOSROLLS14P,MENTOSROLLS14P,2.0
00227,MINIMENTOSJAR,MINIMENTOSJAR,1.0
00227,ROULETTE,ROULETTE,2.25
00227,TICTAC,TICTAC,1.0
00228,AL010124,AL010124,1.0
00228,BISKREMCACAO,BISKREMCACAO,36.44444444444444
00228,BISKREMDUO,BISKREMDUO,24.0
00228,CH CH MELODY,CH CH MELODY,1.0
00228,CHCHBIGBABOL,CHCHBIGBABOL,1.0
00228,CHCHXXL,CHCHXXL,1.0
00228,FRESHACTIONCUP,FRESHACTIONCUP,1.0
00228,GAUFRETTELINGOT,GAUFRETTELINGOT,1.0
00228,KINDER,KINDER,1.2666666666666666
00228,MENTOSBLISTERWHITEGUM,MENTOSBLISTERWHITEGUM,1.0
00228,MENTOSROLLS14P,MENTOSROLLS14P,1.0
00228,NUTELLA,NUTELLA,1.0
00228,ROCHERS,ROCHERS,1.0
00228,ROULETTE,ROULETTE,1.0
00228,TICTAC,TICTAC,1.0
00229,AL010124,AL010124,1.0
00229,BERRIES,BERRIES,24.0
00229,BISKREMCACAO,BISKREMCACAO,41.45454545454545
00229,BISKREMDUO,BISKREMDUO,24.0
00229,CH CH MELODY,CH CH MELODY,1.0
00229,CHAMALLOWS,CHAMALLOWS,12.0
00229,CHUPACHUPS,CHUPACHUPS,1.0
00229,FILIFOLLY,FILIFOLLY,2.0
00229,FUNNYMIX,FUNNYMIX,7.333333333333333
00229,GOLD-BEARS,GOLD-BEARS,8.0
00229,HAPPYCHERRIES,HAPPYCHERRIES,6.0
00229,HAPPYCOLA,HAPPYCOLA,5.0
00229,KAT KAT TAT,KAT KAT TAT,1.0
00229,KINDER,KINDER,1.2941176470588236
00229,MENTOSBLISTERWHITEGUM,MENTOSBLISTERWHITEGUM,1.5
00229,MENTOSWHITEGUM,MENTOSWHITEGUM,2.0
00229,MINIMENTOSJAR,MINIMENTOSJAR,1.0
00229,NUTELLA,NUTELLA,3.8
00229,RANIFLOAT,RANIFLOAT,24.0
00229,ROULETTE,ROULETTE,1.0
00230,GAUFRETTELINGOT,GAUFRETTELINGOT,43.0
00230,KINDER,KINDER,1.0
00231,BERRIES,BERRIES,5.0
00231,BISKREMCACAO,BISKREMCACAO,30.857142857142858
00231,BISKREMDUO,BISKREMDUO,28.8
00231,CHAMALLOWS,CHAMALLOWS,14.166666666666666
00231,CHCHBIGBABOL,CHCHBIGBABOL,2.0
00231,CHUPACHUPS,CHUPACHUPS,1.6666666666666667
00231,FRESHACTIONCUP,FRESHACTIONCUP,1.0
00231,FRUIT-TELLA,FRUIT-TELLA,1.0
00231,FUNNYMIX,FUNNYMIX,7.375
00231,GAUFRETTELINGOT,GAUFRETTELINGOT,80.0
00231,GOLD-BEARS,GOLD-BEARS,1.0
00231,HAPPYCHERRIES,HAPPYCHERRIES,3.0
00231,HAPPYCOLA,HAPPYCOLA,3.0
00231,HAPPYCOLASOURFRESH,HAPPYCOLASOURFRESH,9.75
00231,KINDER,KINDER,3.0
00231,MENTOSBLISTERWHITEGUM,MENTOSBLISTERWHITEGUM,1.5
00231,MENTOSROLLS14P,MENTOSROLLS14P,1.0
00231,NUTELLA,NUTELLA,2.0
00231,RANIFLOAT,RANIFLOAT,48.0
00231,ROULETTE,ROULETTE,1.5
00231,TAGADA,TAGADA,9.0
00231,TICTAC,TICTAC,1.6666666666666667
00231,WORMS,WORMS,8.333333333333334
00232,CHAMALLOWS,CHAMALLOWS,12.0
00232,GAUFRETTELINGOT,GAUFRETTELINGOT,32.0
00232,KINDER,KINDER,1.3333333333333333
00232,NUTELLA,NUTELLA,7.384615384615385
00232,PHANTASIA,PHANTASIA,9.0
00232,RANIFLOAT,RANIFLOAT,24.0
00232,ROULETTE,ROULETTE,1.0
00232,WORMS,WORMS,1.0
00233,AL010124,AL010124,1.8333333333333333
00233,BERRIES,BERRIES,5.5
00233,BISKREMCACAO,BISKREMCACAO,27.0
00233,BISKREMDUO,BISKREMDUO,24.0
00233,CH CH MELODY,CH CH MELODY,1.0
00233,CHAMALLOWS,CHAMALLOWS,12.11111111111111
00233,CHCHBIGBABOL,CHCHBIGBABOL,2.5714285714285716
00233,CHCHXXL,CHCHXXL,1.0
00233,CHUPACHUPS,CHUPACHUPS,2.8125
00233,Divers,Divers,2.0
00233,DUPLO,DUPLO,1.0
00233,FILIFOLLY,FILIFOLLY,2.0
00233,FRESHACTIONCUP,FRESHACTIONCUP,1.0
00233,FUNNYMIX,FUNNYMIX,9.166666666666666
