client_code,famille_code,qte_moyenne
00000,BARBICAN,29.0
00000,BIJOUXOR,100.0
00000,KINDER,8.0
00000,NESQUIKBOX,8.0
00002,Alpenliebe,1.2142857142857142
00002,BARBICAN,22.516129032258064
00002,BARBICANTURBO,70.88888888888889
00002,BERRIES,6.4
00002,BIJOUXARG,100.0
00002,BIJOUXOR,10.0
00002,BISKREMCACAO,29.0
00002,BISKREMDUO,33.88235294117647
00002,BONBON FRUIT,1.1538461538461537
00002,CC070106,1.0
00002,CH CH BIG BABOL,1.0
00002,CHAMALLOWS,6.0
00002,CHUPACHUPS,1.0
00002,DUPLO,26.055555555555557
00002,FILIFOLLY,2.0
00002,FRESHACTIONCUP,2.0
00002,FUNNYMIX,8.0
00002,GAUFRETTELINGOT,1.0
00002,GOLD-BEARS,8.0
00002,GRAINDOR300G,0.8571428571428571
00002,GRAINDOR35G,10.0
00002,HAPPYCHERRIES,6.0
00002,HARIBO,6.0
00002,KAT KAT TAT,1.3333333333333333
00002,KINDER,21.402173913043477
00002,KITKAT,1.5
00002,Mc vities,2.0
00002,MENTOS3DFINSEAL,1.5
00002,MENTOSBLISTERWHITEGUM,1.4
00002,MENTOSPUREFRESH,1.0
00002,MENTOSPUREFRESHPB,1.0
00002,MENTOSROLLS 9P,1.0
00002,MENTOSROLLS14P,1.1428571428571428
00002,MENTOSWHITEGUM,1.0
00002,MINIMENTOSJAR,1.0
00002,NESCAFEGOLD,8.928571428571429
00002,NUTELLA,4.230769230769231
00002,PG,10.0
00002,PHANTASIA,53.0
00002,RAFAELLO,2.5
00002,RANIFLOAT,6.0
00002,ROCHERS,9.88888888888889
00002,ROULETTE,1.0
00002,RT,5.0
00002,TICTAC,11.0
00002,WORMS,18.75
00003,Alpenliebe,5.5
00003,BARBICAN,56.69230769230769
00003,BIJOUXARG,10.0
00003,BISKREMCACAO,20.0
00003,BISKREMDUO,24.0
00003,CC070106,1.5
00003,CH CH BIG BABOL,1.0
00003,CHAMALLOWS,9.0
00003,CHCHXXL,1.0
00003,CHUPACHUPS,1.0
00003,FILIFOLLY,1.0
00003,FRESHACTIONCUP,1.0
00003,FUNNYMIX,6.0
00003,GAUFRETTELINGOT,6.5
00003,GOLD-BEARS,6.0
00003,HAPPYCOLA,6.5
00003,KAT KAT TAT,1.25
00003,KINDER,2.0476190476190474
00003,Mc vities,2.0
00003,MENTOSBLISTERWHITEGUM,1.0
00003,MENTOSROLLS14P,1.0
00003,MENTOSWHITEGUM,1.0
00003,MINIMENTOSJAR,1.0
00003,NESCAFEGOLD,6.0
00003,NUTELLA,11.5
00003,PG,1.0
00003,RANIFLOAT,34.0
00003,ROCHERS,3.5
00003,ROULETTE,1.0
00003,TICTAC,1.0
00003330,BARBICAN,12.5
00003330,BIJOUXOR,12.5
00004,Alpenliebe,1.0
00004,BARBICAN,27.333333333333332
00004,BERRIES,11.0
00004,BIJOUXOR,6.0
00004,BISKREMCACAO,27.272727272727273
00004,BISKREMDUO,27.428571428571427
00004,BONBON FRUIT,1.0
00004,CH CH BIG BABOL,1.4
00004,CHAMALLOWS,48.0
00004,FILIFOLLY,1.0
00004,FUNNYMIX,15.5
00004,GAUFRETTELINGOT,24.0
00004,GOLD-BEARS,28.0
00004,GRAINDOR300G,10.0
00004,HAPPYCOLA,18.0
00004,HAPPYCOLASOURFRESH,6.0
00004,HARIBO,6.0
00004,HEINZ,5.4
00004,KINDER,1.2857142857142858
00004,MENTOS3DFINSEAL,1.0
00004,MENTOSBLISTERWHITEGUM,1.0
00004,MENTOSPUREFRESH,1.0
00004,MENTOSROLLS 9P,1.0
00004,MENTOSROLLS14P,1.0
00004,MENTOSWHITEGUM,1.0
00004,NUTELLA,4.428571428571429
00004,PHANTASIA,6.0
00004,RANIFLOAT,6.0
00004,ROCHERS,1.0
00004,ROULETTE,1.0
00004,TAGADA,26.0
00004,TEETH,8.0
00005,Alpenliebe,1.5
00005,BARBICAN,46.333333333333336
00005,BERRIES,12.0
00005,BISKREMCACAO,34.5
00005,BISKREMDUO,42.0
00005,CC070106,1.0
00005,CH CH BIG BABOL,1.0
00005,CHAMALLOWS,10.75
00005,CHCHXXL,1.4
00005,CHUPACHUPS,1.0
00005,CROCO,24.0
00005,DROPPYS,12.0
00005,DUPLO,1.3
00005,FILIFOLLY,1.0
00005,FRESHACTIONCUP,1.4166666666666667
00005,FUNNYMIX,19.25
00005,GAUFRETTELINGOT,18.666666666666668
00005,GOLD-BEARS,20.75
00005,GRAINDOR300G,12.0
00005,HAPPYCHERRIES,23.0
00005,HAPPYCOLA,8.75
00005,HAPPYCOLASOURFRESH,14.0
00005,HARIBO,66.0
00005,KAT KAT TAT,1.0
00005,KINDER,2.0088495575221237
00005,KITKAT,1.0
00005,MENTOS3DFINSEAL,2.0
00005,MENTOSBLISTERWHITEGUM,1.9230769230769231
00005,MENTOSPUREFRESH,1.25
00005,MENTOSPUREFRESHPB,1.0
00005,MENTOSROLLS14P,1.2222222222222223
00005,MENTOSWHITEGUM,1.3333333333333333
00005,MIXSTRIPEASSORTIMENT,1.6
00005,NUTELLA,7.238095238095238
00005,PHANTASIA,11.666666666666666
00005,RAFAELLO,3.75
00005,RANIFLOAT,24.0
00005,ROCHERS,3.3793103448275863
00005,ROULETTE,1.75
00005,TEETH,24.75
00005,TICTAC,1.2777777777777777
00005,WORMS,20.5
00006,BERRIES,8.0
00006,BISKREMCACAO,24.0
00006,CC070106,1.0
00006,CH CH BIG BABOL,1.0
00006,CHAMALLOWS,10.75
00006,CHCHXXL,1.0
00006,CHUPACHUPS,1.1428571428571428
00006,DUPLO,1.0
00006,FILIFOLLY,1.0
00006,FUNNYMIX,24.0
00006,GAUFRETTELINGOT,12.0
00006,GOLD-BEARS,9.0
00006,HAPPYCHERRIES,5.0
00006,HAPPYCOLA,2.5
00006,HAPPYCOLASOURFRESH,6.0
00006,HEINZ,1.0
00006,KINDER,2.125
00006,MENTOSBLISTERWHITEGUM,1.0
00006,MENTOSWHITEGUM,1.0
00006,MIXSTRIPEASSORTIMENT,1.0
00006,NESCAFEGOLD,1.0
00006,NUTELLA,2.3333333333333335
00006,PHANTASIA,12.0
00006,ROCHERS,1.5
00006,TEETH,9.0
00006,TICTAC,1.0
00006,WORMS,15.0
00007,Alpenliebe,1.0
00007,BARBICAN,9.4
00007,BISKREMCACAO,20.571428571428573
00007,BISKREMDUO,28.8
00007,BONBON FRUIT,1.0
00007,CC070106,2.0
00007,CHAMALLOWS,12.0
00007,CHUPACHUPS,1.0
00007,DUPLO,1.0
00007,FRESHACTIONCUP,1.0
00007,FUNNYMIX,10.666666666666666
00007,GOLD-BEARS,7.0
00007,HAPPYCHERRIES,6.0
00007,HAPPYCOLA,6.5
00007,HAPPYCOLASOURFRESH,15.0
00007,HARIBO,3.0
00007,HEINZ,2.0
00007,KAT KAT TAT,1.0
00007,KINDER,2.4871794871794872
00007,MENTOS3DFINSEAL,1.3333333333333333
00007,MENTOSBLISTERWHITEGUM,2.3333333333333335
00007,MENTOSPUREFRESHPB,1.0
00007,MENTOSROLLS 9P,1.0
00007,MENTOSROLLS14P,1.25
00007,MENTOSWHITEGUM,1.5
00007,MIXSTRIPEASSORTIMENT,1.6666666666666667
00007,NUTELLA,9.263157894736842
00007,PHANTASIA,6.0
00007,ROCHERS,3.6
00007,ROULETTE,1.0
00007,TICTAC,1.0
00007,WORMS,6.0
00008,Alpenliebe,1.0
00008,BARBICAN,72.0
00008,BISKREMCACAO,60.0
00008,BISKREMDUO,21.6
00008,CH CH BIG BABOL,1.0
00008,CHAMALLOWS,12.6
00008,CHCHXXL,1.0
00008,CHUPACHUPS,1.0
00008,DUPLO,1.0
00008,FRESHACTIONCUP,1.0
00008,FUNNYMIX,10.0
00008,GAUFRETTELINGOT,27.333333333333332
00008,GOLD-BEARS,29.0
00008,HAPPYCHERRIES,6.0
00008,HAPPYCOLA,2.0
00008,HAPPYCOLASOURFRESH,23.0
00008,HARIBO,6.0
00008,HEINZ,1.0
00008,KINDER,1.1
00008,MENTOS3DFINSEAL,1.6666666666666667
00008,MENTOSBLISTERWHITEGUM,1.0
00008,MENTOSPUREFRESH,1.0
00008,MENTOSROLLS 9P,1.0
00008,MENTOSROLLS14P,1.0
00008,MENTOSWHITEGUM,1.0
00008,NUTELLA,11.333333333333334
00008,PG,1.0
00008,PHANTASIA,8.0
00008,RANIFLOAT,9.0
00008,ROCHERS,2.0
00008,ROULETTE,1.3333333333333333
00008,TICTAC,1.0
00008,WORMS,18.6
00009,BISKREMCACAO,28.0
00009,BISKREMDUO,12.0
00009,CH CH BIG BABOL,1.0
00009,CHAMALLOWS,3.0
00009,CHUPACHUPS,1.0
00009,DUPLO,1.0
00009,FRESHACTIONCUP,1.0
00009,GAUFRETTELINGOT,24.0
00009,HAPPYCOLA,4.0
00009,HAPPYCOLASOURFRESH,6.0
00009,HARIBO,3.0
00009,KAT KAT TAT,1.0
00009,KINDER,1.125
00009,MENTOS3DFINSEAL,1.0
00009,MENTOSROLLS14P,1.0
00009,MINIMENTOSJAR,1.0
00009,MIXSTRIPEASSORTIMENT,1.0
00009,NUTELLA,6.75
00009,PHANTASIA,1.0
00009,RANIFLOAT,6.0
00009,ROULETTE,1.0
00009,TEETH,3.0
00009,TICTAC,1.0
00009,WORMS,3.5
00010,BISKREMCACAO,16.0
00010,BISKREMDUO,24.0
00010,CH CH BIG BABOL,1.0
00010,CHAMALLOWS,2.0
00010,FUNNYMIX,21.0
00010,GAUFRETTELINGOT,8.666666666666666
00010,GOLD-BEARS,5.0
00010,KINDER,1.0
00010,MENTOSBLISTERWHITEGUM,1.0
00010,MENTOSROLLS14P,1.3333333333333333
00010,NUTELLA,1.0
00010,ROULETTE,1.0
00010,TEETH,6.0
00011,BERRIES,24.0
00011,BISKREMCACAO,24.0
00011,BISKREMDUO,48.0
00011,CC070106,1.0
00011,CHCHXXL,1.5
00011,CHUPACHUPS,5.75
00011,DUPLO,60.5
00011,FILIFOLLY,1.0
00011,FUNNYMIX,13.0
00011,GOLD-BEARS,30.0
00011,HAPPYCHERRIES,24.0
00011,HAPPYCOLA,21.333333333333332
00011,HAPPYCOLASOURFRESH,24.0
00011,HEINZ,1.0
00011,KINDER,1.2222222222222223
00011,MENTOSBLISTERWHITEGUM,2.0
00011,MENTOSWHITEGUM,1.0
00011,MIXSTRIPEASSORTIMENT,1.0
00011,NUTELLA,17.444444444444443
00011,PHANTASIA,24.0
00011,ROCHERS,4.666666666666667
00011,ROULETTE,4.0
00011,WORMS,24.0
00012,BERRIES,6.0
00012,CHAMALLOWS,24.0
00012,GOLD-BEARS,20.0
00012,HAPPYCOLA,4.0
00012,KINDER,1.0
00012,MENTOS3DFINSEAL,1.0
00012,MENTOSROLLS14P,1.0
00012,NUTELLA,2.0
00012,ROULETTE,1.0
00013,BISKREMCACAO,24.0
00013,BISKREMDUO,48.0
00013,CHAMALLOWS,5.0
00013,CHUPACHUPS,1.0
00013,FUNNYMIX,6.0
00013,HAPPYCOLA,16.0
00013,HAPPYCOLASOURFRESH,18.0
00013,KINDER,1.0
00013,KITKAT,1.0
00013,MENTOSBLISTERWHITEGUM,1.0
00013,MENTOSROLLS14P,1.0
00013,MIXSTRIPEASSORTIMENT,1.0
00013,PHANTASIA,24.0
00013,TEETH,24.0
00014,BISKREMCACAO,12.0
00014,KINDER,1.75
00014,NUTELLA,13.5
00014,TICTAC,1.0
00014,WORMS,24.0
00015,Alpenliebe,1.0
00015,BISKREMCACAO,26.4
00015,BISKREMDUO,24.0
00015,CH CH BIG BABOL,1.0
00015,CHAMALLOWS,6.333333333333333
00015,CHCHXXL,1.0
00015,CHUPACHUPS,1.1428571428571428
00015,DUPLO,1.5
00015,FILIFOLLY,1.0
00015,FUNNYMIX,28.0
00015,GOLD-BEARS,31.0
00015,HAPPYCHERRIES,6.0
00015,HAPPYCOLA,22.666666666666668
00015,HAPPYCOLASOURFRESH,4.5
00015,KAT KAT TAT,1.0
00015,KINDER,1.2258064516129032
00015,Mc vities,3.0
00015,MENTOSBLISTERWHITEGUM,1.0
00015,MENTOSPUREFRESH,1.0
00015,MENTOSROLLS14P,1.0
00015,MENTOSWHITEGUM,1.0
00015,MIXSTRIPEASSORTIMENT,1.0
00015,NUTELLA,11.6
00015,PHANTASIA,30.0
00015,ROULETTE,1.0
00015,TEETH,24.0
00015,TICTAC,1.0
00015,WORMS,32.0
00016,Alpenliebe,1.0
00016,BERRIES,36.666666666666664
00016,BISKREMCACAO,41.142857142857146
00016,BISKREMDUO,34.285714285714285
00016,BONBON FRUIT,1.5
00016,CC070106,1.0
00016,CHAMALLOWS,12.0
00016,CHCHXXL,1.0
00016,CHUPACHUPS,1.0
00016,DUPLO,1.0
00016,FILIFOLLY,1.0
00016,FUNNYMIX,27.0
00016,GOLD-BEARS,16.333333333333332
00016,HAPPYCHERRIES,48.0
00016,HAPPYCOLA,12.0
00016,KINDER,1.146341463414634
00016,MENTOS3DFINSEAL,1.0
00016,MENTOSBLISTERWHITEGUM,1.0
00016,MENTOSPUREFRESH,1.0
00016,MENTOSPUREFRESHPB,1.0
00016,MENTOSROLLS14P,1.0
00016,MENTOSWHITEGUM,1.0
00016,MINIMENTOSJAR,1.0
00016,MIXSTRIPEASSORTIMENT,1.0
00016,NUTELLA,10.130434782608695
00016,PHANTASIA,6.666666666666667
00016,RAFAELLO,2.0
00016,ROCHERS,2.263157894736842
00016,ROULETTE,1.3333333333333333
00016,TICTAC,1.0
00016,WORMS,24.0
00017,Alpenliebe,1.0
00017,BISKREMCACAO,48.0
00017,BISKREMDUO,24.0
00017,KINDER,1.0
00018,BISKREMCACAO,12.0
00018,BONBON FRUIT,1.0
00018,NUTELLA,2.0
00018,RAFAELLO,2.0
00018,ROCHERS,1.0
00018,TICTAC,2.0
00020,Alpenliebe,1.0
00020,BERRIES,3.0
00020,BISKREMCACAO,30.0
00020,BISKREMDUO,26.666666666666668
00020,BONBON FRUIT,1.0
00020,CC070106,1.0
00020,CHAMALLOWS,40.333333333333336
00020,CHCHXXL,1.0
00020,CHUPACHUPS,1.0
00020,DUPLO,1.0
00020,FILIFOLLY,1.0
00020,FRESHACTIONCUP,1.0
00020,FUNNYMIX,4.666666666666667
00020,GAUFRETTELINGOT,24.0
00020,GOLD-BEARS,3.0
00020,HAPPYCHERRIES,12.0
00020,HAPPYCOLASOURFRESH,4.0
00020,KAT KAT TAT,1.0
00020,KINDER,1.1333333333333333
00020,MENTOS3DFINSEAL,1.0
00020,MENTOSBLISTERWHITEGUM,1.0
00020,MENTOSPUREFRESH,1.0
00020,MENTOSROLLS 9P,2.0
00020,MENTOSWHITEGUM,1.0
00020,MIXSTRIPEASSORTIMENT,1.3333333333333333
00020,NUTELLA,3.0
00020,RAFAELLO,1.0
00020,RANIFLOAT,3.0
00020,ROCHERS,5.0
00020,TICTAC,1.0
00020,WORMS,24.0
00021,Alpenliebe,1.0
00021,BERRIES,3.0
00021,BISKREMCACAO,36.0
00021,BISKREMDUO,26.4
00021,BONBON FRUIT,1.0
00021,CH CH BIG BABOL,1.25
00021,CHAMALLOWS,11.2
00021,CHCHXXL,1.0
00021,CHUPACHUPS,1.0
00021,DUPLO,1.0
00021,FILIFOLLY,1.0
00021,FUNNYMIX,2.5
00021,GAUFRETTELINGOT,20.0
00021,HAPPYCHERRIES,4.0
00021,KAT KAT TAT,1.3333333333333333
00021,KINDER,1.0
00021,MENTOSBLISTERWHITEGUM,1.0
00021,MENTOSROLLS14P,1.0
00021,MENTOSWHITEGUM,1.0
00021,ROCHERS,1.0
00021,ROULETTE,1.0
00021,TICTAC,1.0
00022,Alpenliebe,1.2
00022,BISKREMCACAO,31.862068965517242
00022,BISKREMDUO,37.56521739130435
00022,BONBON FRUIT,1.0
00022,CC070106,1.0
00022,CH CH BIG BABOL,1.0
00022,CHAMALLOWS,10.666666666666666
00022,CHCHXXL,1.0
00022,CHUPACHUPS,1.25
00022,DUPLO,1.1428571428571428
00022,FILIFOLLY,1.0
00022,FRESHACTIONCUP,1.625
00022,FUNNYMIX,5.0
00022,GAUFRETTELINGOT,20.0
00022,GOLD-BEARS,24.0
00022,HAPPYCOLA,24.0
00022,KAT KAT TAT,1.1538461538461537
00022,KINDER,1.421875
00022,Mc vities,5.0
00022,MENTOS3DFINSEAL,1.0
00022,MENTOSBLISTERWHITEGUM,1.0
00022,MENTOSPUREFRESH,1.0
00022,MENTOSPUREFRESHPB,1.0
00022,MENTOSROLLS 9P,1.0
00022,MENTOSWHITEGUM,1.0
00022,MINIMENTOSJAR,1.0
00022,MIXSTRIPEASSORTIMENT,1.0
00022,NUTELLA,8.052631578947368
00022,RAFAELLO,1.0
00022,RANIFLOAT,5.0
00022,ROCHERS,2.6666666666666665
00022,ROULETTE,1.0
00022,TICTAC,1.0
00023,Alpenliebe,1.5
00023,BISKREMCACAO,28.8
00023,BISKREMDUO,36.0
00023,CC070106,2.0
00023,CH CH BIG BABOL,1.0
00023,CHCHXXL,2.0
00023,CHUPACHUPS,1.75
00023,DUPLO,1.0
00023,FRESHACTIONCUP,1.5
00023,FUNNYMIX,9.0
00023,GOLD-BEARS,7.5
00023,HAPPYCOLA,12.0
00023,KINDER,1.1176470588235294
00023,MENTOSROLLS14P,1.0
00023,MENTOSWHITEGUM,1.0
00023,MIXSTRIPEASSORTIMENT,1.0
00023,RANIFLOAT,4.5
00023,ROULETTE,1.0
00023,TICTAC,1.0
00023,WORMS,6.0
00024,Alpenliebe,1.0
00024,BISKREMCACAO,16.0
00024,BISKREMDUO,30.0
00024,CC070106,1.0
00024,CHAMALLOWS,15.0
00024,CHCHXXL,1.0
00024,CHUPACHUPS,1.0
00024,FRESHACTIONCUP,1.0
00024,FUNNYMIX,10.666666666666666
00024,GAUFRETTELINGOT,24.0
00024,GOLD-BEARS,10.0
00024,HAPPYCHERRIES,3.0
00024,HAPPYCOLA,18.0
00024,KINDER,1.25
00024,MENTOSROLLS14P,1.0
00024,MIXSTRIPEASSORTIMENT,2.0
00024,ROULETTE,1.0
00024,TEETH,24.0
00024,WORMS,24.0
00025,Alpenliebe,1.0
00025,BISKREMCACAO,24.0
00025,BISKREMDUO,20.0
00025,BONBON FRUIT,1.0
00025,CHAMALLOWS,24.0
00025,CHUPACHUPS,1.0
00025,FRESHACTIONCUP,2.0
00025,FUNNYMIX,3.0
00025,GOLD-BEARS,12.5
00025,HAPPYCOLA,18.0
00025,HAPPYCOLASOURFRESH,5.0
00025,KAT KAT TAT,1.0
00025,KINDER,1.0
00025,MINIMENTOSJAR,1.0
00025,NUTELLA,1.5
00025,PHANTASIA,6.0
00025,RANIFLOAT,4.5
00025,ROULETTE,1.0
00025,TICTAC,1.0
00025,WORMS,6.0
00026,BISKREMCACAO,20.0
00026,BISKREMDUO,24.0
00026,BONBON FRUIT,1.0
00026,CH CH BIG BABOL,1.0
00026,CHAMALLOWS,8.5
00026,CHUPACHUPS,3.0
00026,DUPLO,1.0
00026,FILIFOLLY,1.0
00026,FRESHACTIONCUP,1.0
00026,FUNNYMIX,24.0
00026,GOLD-BEARS,6.0
00026,HEINZ,1.0
00026,KAT KAT TAT,2.5
00026,KINDER,1.1
00026,Mc vities,2.0
00026,MENTOSBLISTERWHITEGUM,1.0
00026,NUTELLA,1.5
00026,PHANTASIA,3.0
00026,RANIFLOAT,3.0
00026,ROULETTE,1.0
00026,TICTAC,1.0
00027,Alpenliebe,1.0
00027,BISKREMCACAO,28.363636363636363
00027,BISKREMDUO,32.0
00027,CC070106,1.0
00027,CH CH BIG BABOL,1.0
00027,CHAMALLOWS,6.0
00027,CHCHXXL,1.0
00027,CHUPACHUPS,1.0
00027,DUPLO,1.0
00027,FILIFOLLY,1.0
00027,FUNNYMIX,11.0
00027,GAUFRETTELINGOT,20.5
00027,GOLD-BEARS,8.666666666666666
00027,HAPPYCHERRIES,4.666666666666667
00027,HAPPYCOLA,11.666666666666666
00027,HAPPYCOLASOURFRESH,25.0
00027,KAT KAT TAT,1.2
00027,KINDER,1.0571428571428572
00027,Mc vities,2.0
00027,MENTOSBLISTERWHITEGUM,1.0
00027,MENTOSPUREFRESHPB,1.0
00027,MENTOSROLLS 9P,1.0
00027,MENTOSROLLS14P,2.0
00027,MENTOSWHITEGUM,2.0
00027,MIXSTRIPEASSORTIMENT,1.25
00027,NUTELLA,5.181818181818182
00027,PHANTASIA,6.0
00027,RAFAELLO,2.0
00027,RANIFLOAT,6.0
00027,ROCHERS,7.5
00027,ROULETTE,1.1428571428571428
00027,TEETH,2.0
00027,WORMS,15.0
00028,BISKREMDUO,18.0
00028,GOLD-BEARS,6.0
00028,KINDER,1.0
00028,MENTOSBLISTERWHITEGUM,1.0
00028,NUTELLA,1.0
00028,TICTAC,1.0
00030,Alpenliebe,1.0
00030,BERRIES,24.0
00030,BISKREMCACAO,28.0
00030,BISKREMDUO,24.0
00030,BONBON FRUIT,1.0
00030,CHAMALLOWS,6.0
00030,CHCHXXL,1.0
00030,CHUPACHUPS,1.5
00030,DUPLO,1.0
00030,FUNNYMIX,13.5
00030,GOLD-BEARS,6.0
00030,HEINZ,3.0
00030,KAT KAT TAT,1.0
00030,KINDER,1.4827586206896552
00030,MENTOS3DFINSEAL,1.0
00030,MENTOSBLISTERWHITEGUM,1.0
00030,MENTOSPUREFRESH,1.0
00030,MENTOSROLLS14P,1.0
00030,MENTOSWHITEGUM,1.0
00030,MIXSTRIPEASSORTIMENT,1.0
00030,NUTELLA,10.055555555555555
00030,ROCHERS,1.3333333333333333
00030,ROULETTE,1.6
00030,TICTAC,1.0
00031,BISKREMCACAO,24.0
00031,BISKREMDUO,24.0
00031,DUPLO,1.0
00031,FUNNYMIX,3.0
00031,HAPPYCOLA,30.0
00031,HEINZ,2.0
00031,KINDER,1.0
00031,MENTOSROLLS14P,1.0
00031,MIXSTRIPEASSORTIMENT,1.0
00031,NUTELLA,1.0
00031,ROULETTE,1.0
00032,BISKREMCACAO,24.0
00032,BISKREMDUO,24.0
00032,CC070106,1.5
00032,CH CH BIG BABOL,1.0
00032,CHAMALLOWS,6.0
00032,CHCHXXL,2.0
00032,CHUPACHUPS,1.3333333333333333
00032,DUPLO,1.0
00032,FILIFOLLY,1.0
00032,FRESHACTIONCUP,1.0
00032,FUNNYMIX,12.0
00032,HAPPYCHERRIES,12.0
00032,HAPPYCOLA,6.0
00032,HARIBO,10.0
00032,KAT KAT TAT,1.0
00032,KINDER,1.1016949152542372
00032,MENTOSPUREFRESH,1.0
00032,MENTOSPUREFRESHPB,1.0
00032,MENTOSROLLS14P,1.0
00032,MENTOSWHITEGUM,1.0
00032,MINIMENTOSJAR,1.0
00032,MIXSTRIPEASSORTIMENT,1.0
00032,NUTELLA,12.047619047619047
00032,RANIFLOAT,10.5
00032,ROCHERS,1.0
00032,ROULETTE,1.0
00032,TICTAC,1.0
00035,BISKREMCACAO,24.0
00035,BISKREMDUO,24.0
00035,KINDER,1.0
00036,BISKREMCACAO,24.0
00037,Alpenliebe,1.3333333333333333
00037,BERRIES,8.6
00037,BISKREMDUO,24.0
00037,BONBON FRUIT,1.0
00037,CC070106,1.0
00037,CH CH BIG BABOL,1.0
00037,CHAMALLOWS,5.285714285714286
00037,CHCHXXL,1.0
00037,CHUPACHUPS,1.0
00037,FRESHACTIONCUP,1.0
00037,FUNNYMIX,4.75
00037,GOLD-BEARS,3.25
00037,HAPPYCHERRIES,8.333333333333334
00037,HAPPYCOLA,5.5
00037,HAPPYCOLASOURFRESH,5.2
00037,HARIBO,6.5
00037,KINDER,1.1176470588235294
00037,MENTOS3DFINSEAL,1.1111111111111112
00037,MENTOSBLISTERWHITEGUM,1.0
00037,MENTOSPUREFRESH,1.0
00037,MENTOSPUREFRESHPB,1.0
00037,MENTOSWHITEGUM,1.0
00037,MINIMENTOSJAR,1.0
00037,MIXSTRIPEASSORTIMENT,1.0
00037,NUTELLA,6.363636363636363
00037,PHANTASIA,7.75
00037,RAFAELLO,1.5
00037,RANIFLOAT,24.0
00037,ROCHERS,1.4
00037,TAGADA,7.0
00037,TEETH,5.0
00037,WORMS,5.0
00038,KAT KAT TAT,1.5
00040,KINDER,5.0
00043,Alpenliebe,1.0
00043,BERRIES,4.0
00043,BISKREMCACAO,21.0
00043,BISKREMDUO,36.0
00043,CC070106,1.0
00043,CH CH BIG BABOL,1.0
00043,CHAMALLOWS,13.5
00043,CHCHXXL,1.5
00043,CHUPACHUPS,1.0
00043,FILIFOLLY,1.0
00043,FRESHACTIONCUP,1.0
00043,FUNNYMIX,24.0
00043,GAUFRETTELINGOT,30.0
00043,KINDER,1.2
00043,KITKAT,1.0
00043,Mc vities,3.0
00043,MENTOS3DFINSEAL,1.0
00043,MENTOSBLISTERWHITEGUM,1.0
00043,MENTOSROLLS 9P,1.0
00043,MENTOSWHITEGUM,1.0
00043,NUTELLA,4.0
00043,ROULETTE,1.0
00043,TICTAC,1.0
00043,WORMS,24.0
00044,Alpenliebe,1.0
00044,BERRIES,5.0
00044,BISKREMCACAO,24.0
00044,BISKREMDUO,24.0
00044,CHAMALLOWS,16.0
00044,CHUPACHUPS,1.0
00044,DUPLO,1.0
00044,FUNNYMIX,4.0
00044,HAPPYCOLASOURFRESH,18.0
00044,KAT KAT TAT,1.0
00044,KINDER,1.0714285714285714
00044,MENTOS3DFINSEAL,1.0
00044,MENTOSBLISTERWHITEGUM,1.0
00044,MENTOSPUREFRESH,1.0
00044,MENTOSWHITEGUM,1.0
00044,MINIMENTOSJAR,1.0
00044,MIXSTRIPEASSORTIMENT,1.0
00044,NUTELLA,7.0
00044,ROCHERS,2.0
00044,ROULETTE,1.0
00044,TICTAC,1.0
00045,Alpenliebe,1.0
00045,BERRIES,4.0
00045,BISKREMCACAO,23.083333333333332
00045,BISKREMDUO,24.0
00045,BONBON FRUIT,1.0
00045,CHAMALLOWS,6.0
00045,CHCHXXL,1.0
00045,CHUPACHUPS,2.0
00045,DUPLO,1.0
00045,FRESHACTIONCUP,1.0
00045,GAUFRETTELINGOT,48.0
00045,KAT KAT TAT,1.0
00045,KINDER,1.0
00045,MENTOS3DFINSEAL,1.0
00045,NUTELLA,9.333333333333334
00045,ROCHERS,1.0
00045,ROULETTE,1.0
00045,TICTAC,1.0
00046,Alpenliebe,1.0
00046,BISKREMCACAO,24.0
00046,BONBON FRUIT,1.0
00046,CC070106,1.0
00046,CHAMALLOWS,9.0
00046,CHCHXXL,1.0
00046,FRESHACTIONCUP,1.0
00046,FUNNYMIX,6.0
00046,GAUFRETTELINGOT,22.666666666666668
00046,GOLD-BEARS,6.0
00046,KAT KAT TAT,2.0
00046,KINDER,1.0
00046,Mc vities,3.0
00046,MENTOS3DFINSEAL,1.0
00046,MENTOSBLISTERWHITEGUM,1.0
00046,NUTELLA,1.0
00046,RANIFLOAT,6.0
00046,ROULETTE,1.5
00046,TEETH,3.0
00046,WORMS,3.0
00047,Alpenliebe,1.0
00047,BISKREMCACAO,24.0
00047,BONBON FRUIT,1.0
00047,CHAMALLOWS,5.0
00047,CHUPACHUPS,3.0
00047,DUPLO,1.0
00047,FILIFOLLY,1.0
00047,FRESHACTIONCUP,1.0
00047,GAUFRETTELINGOT,29.0
00047,GOLD-BEARS,3.0
00047,HAPPYCOLASOURFRESH,15.0
00047,KAT KAT TAT,1.3333333333333333
00047,KINDER,1.2
00047,MENTOS3DFINSEAL,1.0
00047,MENTOSBLISTERWHITEGUM,1.0
00047,MENTOSWHITEGUM,1.0
00047,MINIMENTOSJAR,1.0
00047,NUTELLA,24.0
00047,WORMS,24.0
00048,Alpenliebe,1.0
00048,BERRIES,24.0
00048,BISKREMCACAO,55.2
00048,BISKREMDUO,32.0
00048,BONBON FRUIT,1.0
00048,CHAMALLOWS,4.8
00048,CHCHXXL,1.0
00048,CHUPACHUPS,1.0
